id,name,ticker,category,sub,source,sourceUrl,confidence,rawScore,score,fundamental,price,change,volume
ath-P-59388,Thomas Berthold,THBE,Athlete,Football • Defender • 1994,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Thomas_Berthold,0.89,84.2,80.5,157.2,161.38,-3.5,472592
ath-P-75727,Tiffany Roberts,TIRO,Athlete,Football • Midfielder • 2003,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Tiffany_Roberts,0.89,84.3,80.5,157.39,162.07,-3.96,679017
ath-P-32979,Verónica Pérez,VEPE,Athlete,Football • Forward • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Ver%C3%B3nica_P%C3%A9rez,0.89,84.2,80.5,157.17,167.16,6.94,584978
ath-P-78735,Walter Gargano,WAGA,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Walter_Gargano,0.89,84.3,80.5,157.33,161.43,5.0,678491
ath-P-16470,Adriana Leon,ADLE,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Adriana_Leon,0.89,84.2,80.4,156.99,167.94,-0.15,398833
ath-P-53773,Alaba Jonathan,ALJO,Athlete,Football • Goalkeeper • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Alaba_Jonathan,0.89,84.2,80.4,157.06,146.12,-6.64,676782
ath-P-42249,Aron Winter,ARWI,Athlete,Football • Midfielder • 1998,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Aron_Winter,0.89,84.1,80.4,156.82,165.18,5.31,353884
ath-P-84273,Dzsenifer Marozsán,DZMA,Athlete,Football • Midfielder • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Dzsenifer_Marozs%C3%A1n,0.89,84.2,80.4,157.07,169.94,8.32,597368
ath-P-05213,Ivana Andrés,IVAN,Athlete,Football • Defender • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Ivana_Andr%C3%A9s,0.89,84.2,80.4,156.9,153.7,1.47,372362
ath-P-68584,Kenny Dalglish,KEDA,Athlete,Football • Forward • 1982,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Kenny_Dalglish,0.89,84.1,80.4,156.8,147.84,-4.49,639500
ath-P-36400,Luke Shaw,LUSH,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Luke_Shaw,0.89,84.1,80.4,156.7,157.36,-1.72,546196
ath-P-79316,Matthew Amoah,MAAM,Athlete,Football • Forward • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Matthew_Amoah,0.89,84.2,80.4,157.06,153.34,8.65,412074
ath-P-62621,Willian,WILL,Athlete,Football • Midfielder • 2018,Fjelstul World Cup Database,"https://en.wikipedia.org/wiki/Willian_(footballer,_born_1988)",0.89,84.2,80.4,156.99,176.73,2.2,653461
ath-P-20998,Alireza Beiranvand,ALBE,Athlete,Football • Goalkeeper • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Alireza_Beiranvand,0.89,84.0,80.3,156.48,151.12,0.59,337752
ath-P-64050,Amandine Henry,AMHE,Athlete,Football • Midfielder • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Amandine_Henry,0.89,84.1,80.3,156.54,181.31,7.8,716489
ath-P-35930,Frederik Rønnow,FRRN,Athlete,Football • Goalkeeper • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Frederik_R%C3%B8nnow,0.89,84.1,80.3,156.6,173.98,4.86,458784
ath-P-21864,Jason Culina,JACU,Athlete,Football • Midfielder • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jason_Culina,0.89,84.1,80.3,156.54,156.7,7.9,683093
ath-P-64443,Joe Hart,JOH2,Athlete,Football • Goalkeeper • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Joe_Hart,0.89,84.1,80.3,156.66,152.16,-5.26,710700
ath-P-12051,Sherida Spitse,SHSP,Athlete,Football • Midfielder • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Sherida_Spitse,0.89,84.1,80.3,156.54,145.23,4.03,498101
ath-P-23371,Yuya Osako,YUOS,Athlete,Football • Forward • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Yuya_Osako,0.89,84.1,80.3,156.55,171.0,-7.35,390178
ath-P-38981,Ali Maâloul,ALMA,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Ali_Ma%C3%A2loul,0.89,83.9,80.2,155.98,179.69,-4.21,512576
ath-P-20969,Andranik Teymourian,ANTE,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Andranik_Teymourian,0.89,83.9,80.2,155.88,164.33,9.47,465916
ath-P-43481,Arne Friedrich,ARFR,Athlete,Football • Defender • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Arne_Friedrich,0.89,83.9,80.2,155.97,153.49,8.24,506616
ath-P-41001,Arturo Vidal,ARVI,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Arturo_Vidal,0.89,83.9,80.2,156.11,165.62,-6.27,543216
ath-P-68671,Bebeto,BEBE,Athlete,Football • Forward • 1998,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Bebeto,0.89,84.0,80.2,156.23,160.4,-6.12,444253
ath-P-69695,Berti Vogts,BEVO,Athlete,Football • Defender • 1978,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Berti_Vogts,0.89,84.0,80.2,156.19,154.55,4.53,742033
ath-P-77946,Chor Charoenying Sukanya,CHSU,Athlete,Football • Goalkeeper • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Sukanya_Chor_Charoenying,0.89,83.9,80.2,155.94,156.0,-5.26,656928
ath-P-80376,Daniel Passarella,DAPA,Athlete,Football • Defender • 1986,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Daniel_Passarella,0.89,84.0,80.2,156.18,152.2,2.9,695120
ath-P-94551,Maicon,MAIC,Athlete,Football • Defender • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Maicon_Sisenando,0.89,83.9,80.2,156.01,149.28,9.12,568983
ath-P-15905,Majid Hosseini,MAHO,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Majid_Hosseini,0.89,83.9,80.2,156.03,139.75,-6.6,478956
ath-P-76060,Marquinhos,MARQ,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Marquinhos,0.89,83.9,80.2,155.89,149.71,9.42,539472
ath-P-68125,Rafael van der Vaart,RAV2,Athlete,Football • Midfielder • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Rafael_van_der_Vaart,0.89,83.9,80.2,156.01,173.1,6.31,519221
ath-P-49393,Seol-bin Jung,SEJU,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jung_Seol-bin,0.89,84.0,80.2,156.27,155.11,-0.62,551043
ath-P-90721,Viktor Chanov,VICH,Athlete,Football • Goalkeeper • 1990,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Viktor_Chanov,0.89,84.0,80.2,156.15,151.23,0.23,521226
ath-P-60866,Waldir Peres,WAPE,Athlete,Football • Goalkeeper • 1982,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Waldir_Peres,0.89,83.9,80.2,156.12,147.33,7.11,681133
ath-P-95482,Branislav Ivanović,BRIV,Athlete,Football • Defender • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Branislav_Ivanovi%C4%87,0.89,83.9,80.1,155.78,153.43,7.01,436252
ath-P-18004,Cecilia Santiago,CESA,Athlete,Football • Goalkeeper • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Cecilia_Santiago,0.89,83.8,80.1,155.59,158.74,2.85,559070
ath-P-11675,Danny Vukovic,DAVU,Athlete,Football • Goalkeeper • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Danny_Vukovic,0.89,83.8,80.1,155.72,139.45,-6.77,552920
ath-P-01929,Erika Skarbø,ERSK,Athlete,Football • Goalkeeper • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Erika_Skarb%C3%B8,0.89,83.9,80.1,155.81,149.34,7.89,667788
ath-P-18928,Gaëlle Enganamouit,GAEN,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Ga%C3%ABlle_Enganamouit,0.89,83.9,80.1,155.83,157.42,-6.17,584132
ath-P-65631,Jorge Valdivia,JOVA,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jorge_Valdivia,0.89,83.8,80.1,155.75,175.78,-1.98,581866
ath-P-96648,Kaylyn Kyle,KAKY,Athlete,Football • Midfielder • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Kaylyn_Kyle,0.89,83.8,80.1,155.52,153.97,4.4,636794
ath-P-35462,Poliana,POLI,Athlete,Football • Defender • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Poliana_(footballer),0.89,83.8,80.1,155.58,166.05,-5.17,623839
ath-P-68060,Remo Freuler,REFR,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Remo_Freuler,0.89,83.8,80.1,155.54,151.02,0.81,485680
ath-P-98486,Ricardo Osorio,RIOS,Athlete,Football • Defender • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Ricardo_Osorio,0.89,83.8,80.1,155.46,167.36,6.76,582249
ath-P-00549,Robert Lewandowski,ROLE,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Robert_Lewandowski,0.89,83.8,80.1,155.68,166.53,8.82,492404
ath-P-12946,Alyssa Naeher,ALNA,Athlete,Football • Goalkeeper • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Alyssa_Naeher,0.89,83.8,80.0,155.43,157.5,-2.17,431922
ath-P-58363,Andrija Živković,ANZI,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Andrija_%C5%BDivkovi%C4%87,0.89,83.8,80.0,155.42,176.66,0.49,714296
ath-P-59598,Asisat Oshoala,ASOS,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Asisat_Oshoala,0.89,83.7,80.0,155.34,172.29,-0.01,676782
ath-P-77430,Jairzinho,JAIR,Athlete,Football • Forward • 1974,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jairzinho,0.89,83.7,80.0,155.1,144.96,4.83,700327
ath-P-89392,James Rodríguez,JARO,Athlete,Football • Midfielder • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,0.89,83.7,80.0,155.34,168.63,-7.25,699535
ath-P-59575,Jenny Bindon,JEBI,Athlete,Football • Goalkeeper • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jenny_Bindon,0.89,83.7,80.0,155.23,161.6,-7.0,515682
ath-P-81947,Kevin Trapp,KETR,Athlete,Football • Goalkeeper • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Kevin_Trapp,0.89,83.7,80.0,155.24,167.86,6.84,445336
ath-P-11976,Mackenzie Arnold,MAAR,Athlete,Football • Goalkeeper • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Mackenzie_Arnold,0.89,83.8,80.0,155.43,153.47,3.47,465011
ath-P-16259,Silvia Meseguer,SIME,Athlete,Football • Midfielder • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Silvia_Meseguer,0.89,83.7,80.0,155.1,142.02,2.32,643693
ath-P-53282,Wataru Endo,WAEN,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Wataru_Endo,0.89,83.7,80.0,155.16,143.63,3.05,458784
ath-P-29031,Yoreli Rincón,YORI,Athlete,Football • Forward • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Yoreli_Rinc%C3%B3n,0.89,83.7,80.0,155.06,157.76,5.74,500777
ath-P-28651,Albert Shesternyov,ALSH,Athlete,Football • Midfielder • 1970,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Albert_Shesternyov,0.89,83.7,79.9,155.03,165.71,9.13,601124
ath-P-29454,Björn Nordqvist,BJNO,Athlete,Football • Midfielder • 1978,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Bj%C3%B6rn_Nordqvist,0.89,83.6,79.9,154.72,164.85,-0.97,334351
ath-P-94893,Dominique Bloodworth,DOBL,Athlete,Football • Defender • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Dominique_Janssen,0.89,83.6,79.9,154.79,155.43,0.94,471629
ath-P-90837,Jennifer Hermoso,JEHE,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jennifer_Hermoso,0.89,83.6,79.9,155.0,175.07,-7.03,458394
ath-P-93750,Jonathan Mensah,JOME,Athlete,Football • Defender • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jonathan_Mensah,0.89,83.6,79.9,154.82,138.72,-1.2,639841
ath-P-97621,Leni Larsen Kaurin,LEKA,Athlete,Football • Forward • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Leni_Larsen_Kaurin,0.89,83.5,79.9,154.63,162.86,1.04,699477
ath-P-59727,Miloš Degenek,MIDE,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Milo%C5%A1_Degenek,0.89,83.6,79.9,154.68,166.11,2.39,579816
ath-P-66369,Silje Vesterbekkmo,SIVE,Athlete,Football • Goalkeeper • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Silje_Vesterbekkmo,0.89,83.6,79.9,154.7,159.02,4.76,656226
ath-P-64954,Simone,SIMO,Athlete,Football • Forward • 2007,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Simone_Jatob%C3%A1,0.89,83.6,79.9,155.01,158.83,-2.91,653598
ath-P-39837,Annette Ngo Ndom,ANND,Athlete,Football • Goalkeeper • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Annette_Ngo_Ndom,0.89,83.5,79.8,154.37,163.97,-2.05,478247
ath-P-90842,Branco,BRAN,Athlete,Football • Defender • 1994,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Branco_(footballer),0.89,83.5,79.8,154.61,169.45,-6.57,605442
ath-P-44882,Bérangère Sapowicz,BES2,Athlete,Football • Goalkeeper • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/B%C3%A9rang%C3%A8re_Sapowicz,0.89,83.5,79.8,154.47,158.01,8.62,572722
ath-P-21597,Grzegorz Lato,GRLA,Athlete,Football • Forward • 1982,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Grzegorz_Lato,0.89,83.5,79.8,154.6,149.57,-2.27,348066
ath-P-73255,Guillermo Franco,GUFR,Athlete,Football • Forward • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Guillermo_Franco,0.89,83.4,79.8,154.24,156.45,9.1,695699
ath-P-31765,Jordan Ayew,JOAY,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jordan_Ayew,0.89,83.5,79.8,154.6,138.82,3.28,613436
ath-P-81599,Katrina Gorry,KAGO,Athlete,Football • Midfielder • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Katrina_Gorry,0.89,83.5,79.8,154.58,177.03,-1.17,683400
ath-P-92275,Maribel Domínguez,MADO,Athlete,Football • Forward • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Maribel_Dom%C3%ADnguez,0.89,83.5,79.8,154.56,153.59,-7.4,680463
ath-P-60541,Sergio Romero,SERO,Athlete,Football • Goalkeeper • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Sergio_Romero,0.89,83.5,79.8,154.45,160.25,1.37,672050
ath-P-21434,Tiago,TIAG,Athlete,Football • Midfielder • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Tiago_Mendes,0.89,83.5,79.8,154.4,160.28,0.91,531827
ath-P-69273,Ulunma Jerome,ULJE,Athlete,Football • Defender • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Ulunma_Jerome,0.89,83.5,79.8,154.41,156.84,-6.59,490331
ath-P-91486,Wayne Bridge,WABR,Athlete,Football • Defender • 2006,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Wayne_Bridge,0.89,83.5,79.8,154.38,171.51,1.47,415750
ath-P-64292,Woo-young Jung,WOJU,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jung_Woo-young,0.89,83.5,79.8,154.51,161.26,1.06,620160
ath-P-89510,Amy Rodriguez,AMRO,Athlete,Football • Forward • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Amy_Rodriguez,0.89,83.4,79.7,154.08,143.93,-2.37,669180
ath-P-12381,Arkadiusz Milik,ARMI,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Arkadiusz_Milik,0.89,83.4,79.7,154.07,175.28,0.11,404992
ath-P-04964,Blaise Matuidi,BLMA,Athlete,Football • Midfielder • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Blaise_Matuidi,0.89,83.3,79.7,153.81,173.16,6.94,594222
ath-P-66908,Craig Moore,CRMO,Athlete,Football • Defender • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Craig_Moore,0.89,83.3,79.7,153.93,151.73,-5.92,475102
ath-P-25746,Daiane,DAIA,Athlete,Football • Defender • 2011,Fjelstul World Cup Database,"https://en.wikipedia.org/wiki/Daiane_Rodrigues_(footballer,_born_1983)",0.89,83.3,79.7,153.82,163.56,4.73,534695
ath-P-11879,Dylan Bronn,DYBR,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Dylan_Bronn,0.89,83.4,79.7,154.14,160.34,5.94,579816
ath-P-72864,Franz Beckenbauer,FRBE,Athlete,Football • Midfielder • 1974,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Franz_Beckenbauer,0.89,83.4,79.7,153.96,163.71,3.52,520678
ath-P-74941,Fred,FRED,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,"https://en.wikipedia.org/wiki/Fred_(footballer,_born_1993)",0.89,83.4,79.7,154.06,165.39,1.67,465508
ath-P-24913,Lady Andrade,LAAN,Athlete,Football • Forward • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Lady_Andrade,0.89,83.4,79.7,153.99,165.02,1.61,708042
ath-P-69793,Naïm Sliti,NASL,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Na%C3%AFm_Sliti,0.89,83.4,79.7,154.03,162.28,7.27,640332
ath-P-20162,Peng Han,PEHA,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,"https://en.wikipedia.org/wiki/Han_Peng_(footballer,_born_1989)",0.89,83.4,79.7,154.13,142.25,2.06,564279
ath-P-13594,Stefanie van der Gragt,STGR,Athlete,Football • Defender • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Stefanie_van_der_Gragt,0.89,83.3,79.7,153.82,171.0,-5.09,650310
ath-P-93951,William Kvist,WIKV,Athlete,Football • Midfielder • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/William_Kvist,0.89,83.4,79.7,154.13,147.74,-6.52,594222
ath-P-97894,Willy Kernen,WIKE,Athlete,Football • Midfielder • 1962,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Willy_Kernen,0.89,83.4,79.7,154.14,165.04,5.4,551182
ath-P-98071,Abdul Kader Keïta,ABKE,Athlete,Football • Midfielder • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Abdul_Kader_Ke%C3%AFta,0.89,83.3,79.6,153.61,166.73,-4.58,519221
ath-P-94570,Amir Hossein Sadeghi,AMS2,Athlete,Football • Defender • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Amir_Hossein_Sadeghi,0.89,83.3,79.6,153.73,165.53,8.7,672050
ath-P-33390,Dušan Tadić,DUTA,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Du%C5%A1an_Tadi%C4%87,0.89,83.3,79.6,153.8,152.77,1.26,411716
ath-P-80738,Filip Kostić,FIKO,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Filip_Kosti%C4%87,0.89,83.3,79.6,153.69,160.19,-5.9,512576
ath-P-23665,Gloria Foriwa,GLFO,Athlete,Football • Forward • 2007,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Gloria_Foriwa,0.89,83.2,79.6,153.46,158.34,6.36,498599
ath-P-63778,Jesper Grønkjær,JEGR,Athlete,Football • Midfielder • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jesper_Gr%C3%B8nkj%C3%A6r,0.89,83.3,79.6,153.73,157.42,4.13,531827
ath-P-28917,Madelaine Edlund,MAED,Athlete,Football • Forward • 2011,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Madelaine_Edlund,0.89,83.3,79.6,153.61,166.69,2.62,598073
ath-P-50326,Marcell Jansen,MAJA,Athlete,Football • Defender • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Marcell_Jansen,0.89,83.3,79.6,153.74,165.4,4.15,424680
ath-P-34782,Mauro Ramos,MARA,Athlete,Football • Defender • 1962,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Mauro_Ramos,0.89,83.3,79.6,153.68,156.71,6.09,594825
ath-P-28497,Miguel,MIGU,Athlete,Football • Defender • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Miguel_Monteiro,0.89,83.3,79.6,153.62,164.94,7.84,475102
ath-P-70528,Mónica Alvarado,MOA4,Athlete,Football • Midfielder • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/M%C3%B3nica_Alvarado,0.89,83.2,79.6,153.49,164.3,-1.75,701565
ath-P-00137,Nataly Arias,NAAR,Athlete,Football • Defender • 2015,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Nataly_Arias,0.89,83.3,79.6,153.73,151.53,-5.71,345328
ath-P-18094,Nikola Žigić,NIZI,Athlete,Football • Forward • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Nikola_%C5%BDigi%C4%87,0.89,83.3,79.6,153.71,152.79,-4.89,569643
ath-P-21531,Alisson,ALIS,Athlete,Football • Goalkeeper • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Alisson,0.89,83.2,79.5,153.38,169.9,0.13,337752
ath-P-06520,Dinko Dermendzhiev,DIDE,Athlete,Football • Forward • 1970,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Dinko_Dermendzhiev,0.89,83.2,79.5,153.38,156.45,9.4,399236
ath-P-91838,Fabiana Vallejos,FAVA,Athlete,Football • Forward • 2007,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Fabiana_Vallejos,0.89,83.2,79.5,153.23,162.27,7.89,486199
ath-P-83450,Genevieve Ngo Mbeleck,GEMB,Athlete,Football • Midfielder • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Genevieve_Ngo_Mbeleck,0.89,83.1,79.5,153.08,173.62,-1.32,345891
ath-P-70560,Hassan Yebda,HAYE,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Hassan_Yebda,0.89,83.1,79.5,153.14,162.63,0.19,369291
ath-P-57382,Jodie Taylor,JOTA,Athlete,Football • Forward • 2019,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jodie_Taylor,0.89,83.2,79.5,153.33,151.02,2.27,359126
ath-P-07453,Josip Drmić,JODR,Athlete,Football • Forward • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Josip_Drmi%C4%87,0.89,83.1,79.5,153.04,146.54,3.83,515237
ath-P-45212,Marcus Allbäck,MAAL,Athlete,Football • Forward • 2006,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Marcus_Allb%C3%A4ck,0.89,83.1,79.5,153.13,138.18,3.24,452742
ath-P-27540,Memphis Depay,MEDE,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Memphis_Depay,0.89,83.1,79.5,153.01,163.96,0.61,539472
ath-P-27744,Sergej Milinković-Savić,SEMI,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Sergej_Milinkovi%C4%87-Savi%C4%87,0.89,83.2,79.5,153.38,175.7,-4.48,586540
ath-P-99177,Abdullah Otayf,ABOT,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Abdullah_Otayf,0.89,83.0,79.4,152.68,143.5,4.41,478956
ath-P-81049,David Beckham,DAB2,Athlete,Football • Midfielder • 2006,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/David_Beckham,0.89,83.1,79.4,152.88,153.88,-1.78,383282
ath-P-95273,DeAndre Yedlin,DEYE,Athlete,Football • Defender • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/DeAndre_Yedlin,0.89,83.0,79.4,152.61,139.75,1.47,566368
ath-P-80668,Egidio Arévalo Ríos,EGRI,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Egidio_Ar%C3%A9valo_R%C3%ADos,0.89,83.0,79.4,152.78,158.16,9.07,581866
ath-P-50534,Jon Dahl Tomasson,JOTO,Athlete,Football • Forward • 2010,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Jon_Dahl_Tomasson,0.89,83.1,79.4,152.98,144.67,5.23,670488
ath-P-16489,Joo-ho Park,JOPA,Athlete,Football • Defender • 2018,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Park_Joo-ho,0.89,83.1,79.4,152.85,164.86,-2.56,600804
ath-P-35408,Karim Benzema,KABE,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Karim_Benzema,0.89,83.0,79.4,152.61,144.99,8.59,519300
ath-P-62033,Luka Jović,LUJO,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Luka_Jovi%C4%87,0.89,83.0,79.4,152.83,135.23,6.26,606712
ath-P-84312,Mathieu Valbuena,MAVA,Athlete,Football • Midfielder • 2014,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Mathieu_Valbuena,0.89,83.0,79.4,152.74,160.74,-6.59,620516
ath-P-46785,Matías Vecino,MAV2,Athlete,Football • Midfielder • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Mat%C3%ADas_Vecino,0.89,83.0,79.4,152.82,147.14,6.29,478956
ath-P-03719,Maxime Bossis,MABO,Athlete,Football • Defender • 1986,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Maxime_Bossis,0.89,83.0,79.4,152.81,140.06,-4.03,503836
ath-P-89070,Nick Pope,NIPO,Athlete,Football • Goalkeeper • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Nick_Pope_(footballer),0.89,83.0,79.4,152.77,157.16,8.85,532748
ath-P-28151,Paulo Dybala,PADY,Athlete,Football • Forward • 2022,Fjelstul World Cup Database,https://en.wikipedia.org/wiki/Paulo_Dybala,0.89,83.0,79.4,152.83,166.01,2.57,559644
