id,name,ticker,primaryCategory,discipline,leagueOrMedium,teamOrPlatform,role,country,careerStatus,marketSegment,careerStage,lastVerifiedAt,verificationStatus,sourceName,sourceUrl,sourceRecordId,dataConfidence,marketPrice,careerScore
cur-tems,Tems,TEMS,Music,Afrobeats / R&B,Music,Solo Artist,Solo Artist,Nigeria,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,146.22,83.1
cur-raye,RAYE,RAYE,Music,Pop / R&B,Music,Solo Artist,Solo Artist,United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,123.16,76.9
cur-rosal-a,Rosalía,ROIA,Music,Latin / Alternative,Music,Solo Artist,Solo Artist,Spain,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,150.18,86.8
cur-peso-pluma,Peso Pluma,PEMA,Music,Regional Mexican,Music,Solo Artist,Solo Artist,Mexico,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,141.14,79.7
cur-feid,Feid,FEID,Music,Latin / Reggaeton,Music,Solo Artist,Solo Artist,Colombia,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,133.84,82.1
cur-megan-thee-stallion,Megan Thee Stallion,MEON,Music,Hip-Hop,Music,Rapper,Rapper,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,131.8,75.0
cur-travis-scott,Travis Scott,TRTT,Music,Hip-Hop,Music,Rapper,Rapper,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,126.03,74.8
cur-post-malone,Post Malone,PONE,Music,Pop / Country,Music,Solo Artist,Solo Artist,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,172.68,93.0
cur-bruno-mars,Bruno Mars,BRRS,Music,Pop / R&B,Music,Solo Artist,Solo Artist,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,147.06,83.5
cur-lady-gaga,Lady Gaga,LAGA,Music,Pop,Music,Solo Artist,Solo Artist,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,141.73,76.5
cur-hozier,Hozier,HOER,Music,Alternative / Folk,Music,Solo Artist,Solo Artist,Ireland,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,144.81,78.4
cur-jelly-roll,Jelly Roll,JELL,Music,Country / Rock,Music,Solo Artist,Solo Artist,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,136.96,84.6
cur-shaboozey,Shaboozey,SHEY,Music,Country / Hip-Hop,Music,Solo Artist,Solo Artist,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,128.57,76.4
cur-tate-mcrae,Tate McRae,TAAE,Music,Pop,Music,Solo Artist,Solo Artist,Canada,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,151.02,82.6
cur-gracie-abrams,Gracie Abrams,GRMS,Music,Pop,Music,Solo Artist,Solo Artist,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,172.03,89.4
cur-laufey,Laufey,LAEY,Music,Jazz Pop,Music,Solo Artist,Solo Artist,Iceland,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,145.31,80.9
cur-stray-kids,Stray Kids,STDS,Music,K-Pop,Music,Group,Group,South Korea,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,133.25,86.0
cur-blackpink,BLACKPINK,BLNK,Music,K-Pop,Music,Group,Group,South Korea,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,132.72,73.1
cur-bts,BTS,BTSX,Music,K-Pop,Music,Group,Group,South Korea,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,158.06,86.0
cur-newjeans,NewJeans,NENS,Music,K-Pop,Music,Group,Group,South Korea,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,133.48,76.7
cur-coldplay,Coldplay,COAY,Music,Rock / Pop,Music,Group,Group,United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,126.19,76.3
cur-zendaya,Zendaya,ZEYA,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,123.78,68.4
cur-timoth-e-chalamet,Timothée Chalamet,TIET,Actor,Film,Film,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,124.08,76.2
cur-florence-pugh,Florence Pugh,FLGH,Actor,Film,Film,—,Actor,United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,141.43,78.0
cur-pedro-pascal,Pedro Pascal,PEAL,Actor,Film & Television,Film & Television,—,Actor,Chile / United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,158.6,88.4
cur-jenna-ortega,Jenna Ortega,JEGA,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,134.95,76.7
cur-michael-b-jordan,Michael B. Jordan,MIAN,Actor,Film & Television,Film & Television,—,Actor / Producer,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,133.16,73.4
cur-margot-robbie,Margot Robbie,MAIE,Actor,Film,Film,—,Actor / Producer,Australia,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,146.43,80.6
cur-emma-stone,Emma Stone,EMNE,Actor,Film,Film,—,Actor / Producer,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,135.96,77.8
cur-cillian-murphy,Cillian Murphy,CIHY,Actor,Film & Television,Film & Television,—,Actor,Ireland,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,134.26,76.2
cur-anya-taylor-joy,Anya Taylor-Joy,ANOY,Actor,Film & Television,Film & Television,—,Actor,United States / United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,138.3,73.7
cur-austin-butler,Austin Butler,AUER,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,148.93,81.0
cur-paul-mescal,Paul Mescal,PAAL,Actor,Film & Television,Film & Television,—,Actor,Ireland,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,124.15,77.9
cur-ayo-edebiri,Ayo Edebiri,AYRI,Actor,Television & Film,Television & Film,—,Actor / Writer,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,134.74,79.2
cur-jeremy-allen-white,Jeremy Allen White,JETE,Actor,Television & Film,Television & Film,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,151.25,88.7
cur-sydney-sweeney,Sydney Sweeney,SYEY,Actor,Film & Television,Film & Television,—,Actor / Producer,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,145.86,83.8
cur-dev-patel,Dev Patel,DEEL,Actor,Film,Film,—,Actor / Director,United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,130.28,71.7
cur-daniel-kaluuya,Daniel Kaluuya,DAYA,Actor,Film,Film,—,Actor / Producer,United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,150.3,85.0
cur-lupita-nyong-o,Lupita Nyong’o,LUGO,Actor,Film & Stage,Film & Stage,—,Actor,Kenya / Mexico,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,151.13,77.2
cur-viola-davis,Viola Davis,VIIS,Actor,Film & Television,Film & Television,—,Actor / Producer,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,153.63,78.4
cur-denzel-washington,Denzel Washington,DEON,Actor,Film & Stage,Film & Stage,—,Actor / Director,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,131.41,79.7
cur-colman-domingo,Colman Domingo,COGO,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,139.81,72.9
cur-mikey-madison,Mikey Madison,MION,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,143.31,78.8
cur-cailee-spaeny,Cailee Spaeny,CANY,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,140.87,80.1
cur-jacob-elordi,Jacob Elordi,JADI,Actor,Film & Television,Film & Television,—,Actor,Australia,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,126.81,75.7
cur-barry-keoghan,Barry Keoghan,BAAN,Actor,Film & Television,Film & Television,—,Actor,Ireland,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,131.38,83.3
cur-da-vine-joy-randolph,Da’Vine Joy Randolph,DAPH,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,152.83,87.1
cur-greta-lee,Greta Lee,GREE,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,138.11,79.0
cur-jonathan-bailey,Jonathan Bailey,JOEY,Actor,Film & Television,Film & Television,—,Actor,United Kingdom,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,147.42,77.4
cur-rachel-zegler,Rachel Zegler,RAER,Actor,Film & Stage,Film & Stage,—,Actor / Singer,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,129.98,78.0
cur-lakeith-stanfield,Lakeith Stanfield,LALD,Actor,Film & Television,Film & Television,—,Actor,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,139.22,80.9
cur-mrbeast,MrBeast,MRST,Creator,Entertainment / Philanthropy,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,143.68,78.3
cur-kai-cenat,Kai Cenat,KAAT,Creator,Streaming / Entertainment,Twitch / YouTube,Twitch / YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,130.59,75.9
cur-marques-brownlee,Marques Brownlee,MAEE,Creator,Technology,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,156.1,87.5
cur-emma-chamberlain,Emma Chamberlain,EMIN,Creator,Lifestyle,YouTube / Podcasting,YouTube / Podcasting,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,125.12,70.8
cur-mark-rober,Mark Rober,MAER,Creator,Science / Engineering,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,146.73,84.9
cur-alex-cooper,Alex Cooper,ALER,Creator,Interview / Lifestyle,Podcasting,Podcasting,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,144.52,80.2
cur-ishowspeed,IShowSpeed,ISED,Creator,Streaming / Entertainment,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,128.37,74.0
cur-pokimane,Pokimane,PON2,Creator,Gaming / Lifestyle,Twitch / YouTube,Twitch / YouTube,Creator,Canada,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,143.93,80.5
cur-ludwig-ahgren,Ludwig Ahgren,LUEN,Creator,Gaming / Entertainment,YouTube / Twitch,YouTube / Twitch,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,144.69,79.6
cur-hasan-piker,Hasan Piker,HAER,Creator,Commentary,Twitch / YouTube,Twitch / YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,139.81,82.6
cur-khaby-lame,Khaby Lame,KHME,Creator,Comedy,TikTok,TikTok,Creator,Italy / Senegal,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,152.85,79.7
cur-alix-earle,Alix Earle,ALLE,Creator,Lifestyle,TikTok / Podcasting,TikTok / Podcasting,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,132.19,77.3
cur-markiplier,Markiplier,MAE2,Creator,Gaming / Entertainment,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,143.45,77.3
cur-ryan-trahan,Ryan Trahan,RYAN,Creator,Entertainment,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,151.52,80.9
cur-dhar-mann,Dhar Mann,DHNN,Creator,Narrative Entertainment,YouTube,YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,125.36,76.6
cur-druski,Druski,DRKI,Creator,Comedy,Instagram / YouTube,Instagram / YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,138.22,78.8
cur-brittany-broski,Brittany Broski,BRKI,Creator,Comedy / Lifestyle,YouTube / Podcasting,YouTube / Podcasting,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,150.99,79.6
cur-quenlin-blackwell,Quenlin Blackwell,QULL,Creator,Comedy / Lifestyle,YouTube / TikTok,YouTube / TikTok,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,147.39,79.9
cur-theo-von,Theo Von,THON,Creator,Comedy,Podcasting / YouTube,Podcasting / YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,144.7,75.6
cur-lex-fridman,Lex Fridman,LEAN,Creator,Technology / Interviews,Podcasting / YouTube,Podcasting / YouTube,Creator,United States,Active,Current,Active career,,Prototype current seed — connect a live source before launch,TalentX current-first seed,,,0.7,166.0,86.2
